line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
56,But the war is nearing its end,30,7,negative,-0.7469,2,"live, must, two, right, work, give, done, late, dad, wind",0.6526061722145756,4
57,Come on Japanese youth,22,4,neutral,0.0,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.4081593774377684,5
58,This is after the end of my dream Im going to make this thing war,65,15,negative,-0.4404,2,"live, must, two, right, work, give, done, late, dad, wind",0.4786711481245567,4
59,Think how amazing it,20,4,positive,0.5859,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5833318884538313,1
60,To take off,11,3,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.5828188386013898,2
61,It does not set a bomb but passengers,37,8,positive,0.2057,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6546554767246319,2
62,Originally there should not have export,39,6,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
63,But the dream is very easy to want to go all right,50,12,positive,0.8241,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.47140018945368606,0
64,Come on Come on you slowly walked along the bracket,51,10,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.7406211580413057,1
65,Look,4,1,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.5833320461905495,2
66,What is wonderful is not it,27,6,positive,0.5719,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5833251366058865,1
67,Ah really magnificent,21,3,positive,0.6361,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
68,It will then set the 100 passengers across the Atlantic,55,10,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6546554767246319,2
69,Mr. Caproni I have a question,29,6,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5832883357537039,1
70,If myopia still able to design airplanes,40,7,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6944439218161079,2
71,I should not open my myopic plane,33,7,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6529646546373005,0
72,I tell you I do not open the Japanese teenager aircraft should not be not,73,15,neutral,0.0,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.7398604478233677,5
73,People want to have a lot of pilots in the world but the people I was doing aircraft,84,18,neutral,0.0387,2,"live, must, two, right, work, give, done, late, dad, wind",0.4558381400674233,4
74,Aircraft designers,18,2,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.4181924250892176,4
75,Know,4,1,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5831468659520176,3
76,Japanese teenager listening to the aircraft is not a tool of war is not a commodity,83,16,positive,0.4847,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.5402926868148187,5
77,Aircraft designer is a dream and the dream is to make this molding,66,13,positive,0.4588,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.7350237358874196,2
79,Well goodbye,12,2,positive,0.2732,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.5833297093891171,5
80,Jiro quickly go to sleep,24,5,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6890461556427141,0
81,You just definitely dreaming very loud should I say  was really shocked me,74,13,neutral,0.0276,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.381294949434008,6
82,I want to be a mom aircraft designer,36,8,positive,0.0772,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.715729160615566,1
83,Really good ah this dream,25,5,positive,0.6361,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6508884969903685,2
84,Who said the plane was a dream inside a dream come,50,11,positive,0.4588,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.3935747191897381,6
85,I really wanted to manufacture a very nice aircraft ah,54,10,positive,0.4754,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.7183304651615419,0
86,"This lady you come take my seat , right",39,8,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.4360914258279983,4
87,I am sorry,10,3,negative,-0.0772,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.58333068001872,0
88,Sit down,8,2,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5833299919608442,3
89,Really comfortable ah,21,3,positive,0.5563,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
90,Miss careful your hat was blown away,36,7,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.6023202008559038,3
91,Do not blame the Department of,30,6,positive,0.2584,2,"live, must, two, right, work, give, done, late, dad, wind",0.5833267321687698,4
92,Are you OK,10,3,positive,0.4466,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
93,Im fine.,8,2,positive,0.2023,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.5833288985301817,2
94,Well good skill,15,3,positive,0.6124,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.4334346673477081,3
95,Thank you anyway,16,3,positive,0.3612,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.65386533680493,1
96,The wind played a,17,4,positive,0.34,2,"live, must, two, right, work, give, done, late, dad, wind",0.6542861019413896,4
97,You must try to survive .,25,5,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.6947833472481232,4
98,The wind played a must try to survive .,39,8,positive,0.34,2,"live, must, two, right, work, give, done, late, dad, wind",0.7421963773495436,4
99,Good one  must try to survive the wind played a  really interesting,67,12,positive,0.807,2,"live, must, two, right, work, give, done, late, dad, wind",0.523173651313728,4
100,Earthquake,10,1,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.583321987491572,4
101,Engine exploded soon,20,3,neutral,0.0,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.3621531429828738,6
102,What happened,13,2,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.5833273246682952,4
103,Her feet,8,2,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
104,Let me take a look,18,5,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6947144378841639,2
105,Hurts ah,8,2,negative,-0.4767,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
106,The right to hold small,23,5,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.6934259106183833,4
107,She could not walk off the road blackmailed,43,8,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.6948202419507586,1
108,Miss you get going fast train explodes,38,7,negative,-0.1531,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.7411545550093901,3
109,Do not believe they said,24,5,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.6546082930757627,3
110,Train engine does not explode worry,35,6,positive,0.3412,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6945531090379082,2
111,Take my case over,17,4,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6536314904282399,2
112,You relax,9,2,positive,0.4404,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
113,Coming,6,1,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.5833288190729304,2
114,You could not walk a,20,5,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.6547053207537137,1
115,Where to live ah,16,4,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.5833329200687414,4
116,Ueno,4,1,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
117,I send you back to it,21,6,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6523353346938101,0
118,Is fire,7,2,negative,-0.34,2,"live, must, two, right, work, give, done, late, dad, wind",0.5833289019842235,4
119,Come,4,1,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5833321932663872,1
120,Your luggage it,15,3,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
121,It does not matter,18,4,neutral,-0.0191,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5832298527219876,1
122,I am sorry,10,3,negative,-0.0772,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.58333068001872,0
123,Pain do careful,15,3,negative,-0.4019,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5831728055297479,3
124,Come,4,1,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5833321932663872,1
125,This is my new shirt did not take long to finish,48,11,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.554048335299722,2
126,You open your mouth thirsty right now,37,7,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.6535608757809194,4
127,That dry wells,14,3,positive,0.25,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5833240536824592,3
128,Do you want water ah,20,5,positive,0.0772,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5831097736968104,0
130,There should be no fire lane,28,6,negative,-0.5574,2,"live, must, two, right, work, give, done, late, dad, wind",0.6541830637400871,4
131,Ill go after East Avenue homes going to do the two of you,57,13,negative,-0.4215,2,"live, must, two, right, work, give, done, late, dad, wind",0.693304605978566,4
132,Im going to call someone to come home to help,45,10,positive,0.4019,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6435205038251093,0
133,Or I go with it,15,5,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
134,This little concern to please you,33,6,positive,0.2585,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5132652658173996,1
136,Do not worry we ll be back,26,7,positive,0.3412,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.4113898545806109,2
137,Know,4,1,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5831468659520176,3
138,Please help me live a good suitcase,35,7,positive,0.7845,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.41103527614204244,6
139,Mr. Thank you so much this really,33,7,positive,0.3612,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.6537189764453395,1
140,It please you,13,3,positive,0.3182,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5833318082150968,0
141,Sir please tell me your name,28,6,positive,0.3182,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.49152367743302994,5
142,He is a good man right little concern,37,8,positive,0.4404,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.3589145103543421,6
143,Jiro you come back it really was not the time to come back ah,61,14,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5148257972850557,0
144,Hows aviation institute,23,3,neutral,0.0,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.5833258325632267,5
145,Morimura unclear eastern area are caught in flames,50,8,negative,-0.25,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
146,You can bring out all bring out the,35,8,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
147,You have not brought smoke ah,29,6,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5833304366783643,1
148,A good chunk of the door or what ah yes,39,10,positive,0.6808,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6884019963069768,2
149,Tokyo is nothing around the fire,32,6,positive,0.2584,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.545663059344422,0
150,I did not expect really self-made dreams come Caproni s so great ah,67,14,positive,0.8489,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.4404946337845257,2
151,Do not shoot ah,15,4,positive,0.2584,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
152,Wind changed to fire here,25,5,negative,-0.34,2,"live, must, two, right, work, give, done, late, dad, wind",0.694488663482259,4
153,Wind blowing on it also kept the Japanese teenager,50,9,neutral,0.0,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.6573451838214706,5
154,"Yes, ah still much too",22,5,positive,0.4019,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.692861698722436,2
155,You must survive ah,19,4,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.6545345929083214,4
156,Come Jiro,9,2,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.3625029850716156,6
158,Old old building have not changed,33,6,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.6441166618988439,4
159,But the street looks more spacious,34,6,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5833269962053264,3
160,Even before the plane are related,33,6,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6535823879384616,0
161,Welcome,7,1,positive,0.4588,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5833254196852412,0
162,Jiro you ate herring ah,23,5,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.4214333103856929,3
163,Because herring delicious ah,28,4,positive,0.5719,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5833302241711851,3
164,University lectures every case with the same,44,7,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6542395782617438,2
165,Xiaojun trouble to eggs,23,4,negative,-0.4019,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5828622940122246,3
166,Good,4,1,positive,0.4404,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.5833327696353056,2
167,Aluminum has entered the era of the great powers,48,9,positive,0.6249,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6539848814223691,2
168,"What you eat meat, tofu occasionally drop us a full decade",58,11,negative,-0.204,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5035747627983966,1
169,What are you doing,18,4,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
170,Very nice is not it,19,5,positive,0.4754,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5833305437469462,0
171,Cox does not think this is a very nice curve,44,10,positive,0.4754,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.380349641019969,6
172,"Really suits you, you eat herring because you enjoy fish bone",61,11,positive,0.4939,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.7217974241892041,3
173,See also eat eating fast cup of coffee ah,41,9,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.7411852821665179,3
174,Jiro you really motivated ah,28,5,positive,0.5095,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.583332833287068,0
175,He said to do herring bone,26,6,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.6948633712303366,3
176,Mr. Will dig more will come without ah,38,8,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.648459879071939,1
177,Jiro,4,1,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.583332833287068,0
178,Honjo I found something interesting,35,5,positive,0.4019,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.6943422198202533,2
179,naca airfoil with herring bone radian radian is actually the same,65,11,positive,0.2023,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.6546262825622999,3
180,Americans do eat herring,24,4,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.6548058874952504,3
181,Jiro someone looking for you ah,31,6,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6899082387031893,0
182,I do find,9,3,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
183,Just had a girl come to you but you do not let me put things,60,15,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.3619231067604135,6
184,So this is ah thank you very much,33,8,positive,0.3612,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.6537189764453395,1
185,Jiro is so big Valentine gift bag it,36,8,positive,0.4877,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6498742666928551,0
186,Do you have a cigarette right to me,35,8,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.5833309460406942,4
187,Jiro,4,1,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.583332833287068,0
188,Let him go,10,3,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.5833308394915094,2
189,Youre back,10,2,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6531172793399231,0
190,Im back,7,2,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5833321377241019,0
191,There are guests in the room waiting for you girls to come,58,12,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.6041193062411271,3
193,Brother you this villain,24,4,negative,-0.6428,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5833314354947836,0
194,Kayo ah ah sorry I totally forgot,33,7,negative,-0.0772,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.367517308497838,6
195,Really,6,1,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
196,Dad does,8,2,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.5832739002828186,4
197,In uncle,8,2,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.16666666666666669,6
198,Will stay,9,2,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5828637383317293,0
199,Only stay one night,19,4,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.6936378542355311,1
200,Kayo you grow up a lot and has a lot of beautiful,49,12,positive,0.5994,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5336597165419058,1
201,"Brother, you really never returned home over time",49,8,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.7400215045924637,0
202,It had been so late,19,5,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.5833294273759959,4
203,I send you as apologize,23,5,positive,0.1027,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5833268489708555,0
204,Why do not we sit steamboat past it,35,8,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.5833299919608442,3
205,That person must be like brother,32,6,positive,0.3612,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.28158933109341316,6
206,How could it all happened two years ago,39,8,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.7389052795858256,4
207,Since then you have been to her home yet,40,9,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.6941503548887462,0
208,There ah went once after the fire,33,7,negative,-0.34,2,"live, must, two, right, work, give, done, late, dad, wind",0.6547571770398497,4
209,Set fire to her house stopped,29,6,negative,-0.5106,2,"live, must, two, right, work, give, done, late, dad, wind",0.4840897376119955,4
210,Yes ah,6,2,positive,0.4019,5,"japanese, line, yes, stop, soon, miles, okay, idea, agents, tired",0.5830872961653885,5
211,Look a boat,11,3,neutral,0.0,3,"good, yeah, look, aircraft, let, take, village, problem, design, honjo",0.5833320461905495,2
212,You cold in ah,14,4,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5830467943906414,0
213,Not cold,8,2,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.5830467943906414,0
214,Tokyo has had so much revival,29,6,neutral,0.0,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.3643109343998122,6
215,Can I live with my brother ah Ho,32,8,neutral,0.0,2,"live, must, two, right, work, give, done, late, dad, wind",0.36824592257936356,6
216,My father allowed a person to Tokyo,35,7,neutral,0.0,0,"know, also, see, beautiful, love, first, person, get, trouble, herring",0.7204862844079037,3
217,"And so when you come to Tokyo , Nagoya , I could go up",54,12,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.6880884651478284,1
218,Aircraft business,17,2,neutral,0.0,1,"thank, come, think, naoko, smoke, little, one, caproni, say, always",0.5068416830145658,1
219,Nice man do I really want to learn medicine in Tokyo,52,11,positive,0.5256,4,"jiro, back, please, want, time, brother, yeah, dream, way, sorry",0.7201419167057223,0
